id,name,region,jumps,pod_kills,ship_kills,npc_kills,station
30001323,Q61Y-F,Venal,6,0,0,12,F
30001324,PF-QHK,Venal,67,1,1,3,T
30001325,XW-6TC,Venal,53,0,0,27,F
30001326,Q-7SUI,Venal,0,0,0,0,F
30001327,VVD-O6,Venal,6,0,0,17,F
30001328,6ZJ-SC,Venal,1,0,0,7,F
30001329,P-VYVL,Venal,6,2,2,48,T
30001330,HD-JVQ,Venal,5,0,0,0,F
30001331,H-AJ27,Venal,54,1,1,0,F
30001332,M2-2V1,Venal,3,0,0,0,F
30001333,2TH-3F,Venal,55,0,0,125,F
30001334,E1F-E5,Venal,4,0,0,0,F
30001335,4S-PVC,Venal,2,0,0,0,F
30001336,WLF-D3,Venal,58,0,0,85,F
30001337,LHJ-2G,Venal,5,0,0,0,F
30001338,SHJO-J,Venal,4,0,0,0,F
30001339,6UQ-4U,Venal,1,0,0,39,F
30001340,430-BE,Venal,11,0,0,0,F
30001341,OJ-CT4,Venal,4,0,0,0,F
30001342,AZ-UWB,Venal,1,0,0,0,F
30001343,H-S5BM,Venal,0,0,0,0,F
30001344,FHB-QA,Venal,5,0,0,0,F
30001345,Z3U-GI,Venal,6,0,0,0,F
30001346,B3QP-K,Venal,18,0,0,83,F
30001347,GVZ-1W,Venal,1,0,0,0,F
30001348,G9D-XW,Venal,17,0,0,0,F
30001349,42XJ-N,Venal,6,0,0,0,F
30001350,L-IE41,Venal,9,0,0,0,F
30001351,VG-QW1,Venal,6,0,0,0,F
30001352,2IBE-N,Venal,3,0,0,0,F
30001353,YJ3-UT,Venal,9,0,0,0,F
30001354,ZD4-G9,Venal,3,0,0,0,F
30001355,C2-DDA,Venal,4,0,0,0,F
30001356,Dantumi,Lonetrek,52,0,0,82,T
30001357,Antiainen,Lonetrek,39,0,0,66,T
30001358,Ossa,Lonetrek,21,0,1,223,T
30001359,Semiki,Lonetrek,15,0,0,177,T
30001360,Kiskoken,Lonetrek,9,0,0,41,T
30001361,Aurohunen,Lonetrek,70,1,2,0,T
30001362,Veisto,Lonetrek,387,0,0,916,T
30001363,Sobaseki,Lonetrek,1709,1,1,846,T
30001364,Funtanainen,Lonetrek,547,0,0,879,T
30001365,Isikemi,Lonetrek,317,0,1,1075,T
30001366,Uosusuokko,Lonetrek,308,0,0,783,T
30001367,Hageken,Lonetrek,266,0,0,330,T
30001368,Uemisaisen,Lonetrek,1028,0,2,231,T
30001369,Sotrentaira,Lonetrek,128,0,0,488,T
30001370,Ouranienen,Lonetrek,84,0,0,442,T
30001371,Erenta,Lonetrek,198,0,0,359,T
30001372,Kino,Lonetrek,128,0,0,360,T
30001373,Raussinen,Lonetrek,45,0,0,206,T
30001374,Iidoken,Lonetrek,881,0,0,249,T
30001375,Tsuguwa,Lonetrek,494,0,0,623,T
30001376,Nourvukaiken,Lonetrek,542,0,0,108,T
30001377,Sarekuwa,Lonetrek,980,0,0,234,T
30001378,Ekura,Lonetrek,298,0,0,358,T
30001379,Tunttaras,Lonetrek,882,0,0,658,T
30001380,Vellaine,Lonetrek,366,0,0,672,T
30001381,Arvasaras,Lonetrek,73,0,0,254,T
30001382,Akonoinen,Lonetrek,226,0,0,167,T
30001383,Vaajaita,Lonetrek,71,0,0,464,T
30001384,Autaris,Lonetrek,146,0,0,85,T
30001385,Jan,Lonetrek,105,0,0,5,T
30001386,Saatuban,Lonetrek,178,1,0,68,T
30001387,Isikano,Lonetrek,105,0,0,228,T
30001388,Mara,Lonetrek,106,0,3,10,F
30001389,Isanamo,Lonetrek,1246,0,2,168,T
30001390,Pakkonen,Lonetrek,36,4,1,3,T
30001391,Piekura,Lonetrek,215,0,0,161,T
30001392,Amsen,Lonetrek,106,0,0,287,T
30001393,Malkalen,Lonetrek,475,0,0,486,T
30001394,Korama,Lonetrek,272,0,0,87,T
30001395,Ylandoki,Lonetrek,179,0,0,557,T
30001396,Aakari,Lonetrek,81,0,0,281,T
30001397,Isseras,Lonetrek,70,0,2,1377,T
30001398,Aunenen,Lonetrek,71,0,1,0,T
30001399,Elonaya,Lonetrek,583,0,0,439,T
30001400,Litiura,Lonetrek,748,0,0,316,T
30001401,Nonni,Lonetrek,217,0,0,604,T
30001402,Passari,Lonetrek,50,0,1,2,T
30001403,Piak,Lonetrek,475,0,0,278,T
30001404,Airkio,Lonetrek,529,0,0,749,T
30001405,Kakakela,Lonetrek,551,0,0,756,T
30001406,Kamokor,Lonetrek,101,0,0,746,T
30001407,Todaki,Lonetrek,106,1,1,574,T
30001408,Ruvas,Lonetrek,260,0,0,1580,T
30001409,Umokka,Lonetrek,157,0,2,848,T
30001410,Kirras,Lonetrek,346,0,0,168,T
30001411,Autama,Lonetrek,179,0,0,938,T
30001412,Tsukuras,Lonetrek,125,0,0,807,T
30001413,Nani,Lonetrek,108,0,3,671,T
30001414,Ajanen,Lonetrek,81,0,0,178,T
30001415,Kuoka,Lonetrek,70,0,1,696,F
30001416,Liukikka,Lonetrek,32,0,0,48,F
30001417,Rauntaka,Lonetrek,29,0,0,107,F
30001418,Aikantoh,Lonetrek,13,0,0,168,T
30001419,Atai,Lonetrek,19,0,0,86,T
30001420,Daras,Lonetrek,32,1,3,6,T
30001421,Otalieto,Lonetrek,81,0,1,63,T
30001422,Iitanmadan,Lonetrek,26,0,0,43,T
30001423,Jotenen,Lonetrek,26,0,0,80,T
30001424,Haajinen,Lonetrek,176,0,0,546,T
30001425,Oipo,Lonetrek,150,0,0,432,T
30001426,Isinokka,Lonetrek,141,0,1,341,T
30001427,Yoma,Lonetrek,140,0,0,273,F
30001428,Ibura,Lonetrek,136,0,0,868,T
30001429,Torrinos,Lonetrek,101,0,2,323,T
30001430,Endatoh,Lonetrek,36,0,0,3,T
30001431,Aivoli,Lonetrek,28,0,0,0,F
30001432,Uesuro,Lonetrek,26,0,0,127,T
30001433,Oishami,Lonetrek,7,0,0,38,T
30001434,Elanoda,Lonetrek,12,0,0,52,T
30001435,Ohbochi,Lonetrek,30,0,0,0,F
30001436,Isie,Lonetrek,14,0,0,0,T
30001437,Tamo,Lonetrek,34,0,0,49,T
30001438,Nannaras,Lonetrek,45,0,0,43,T
30001439,Anin,Lonetrek,22,0,0,133,T
30001440,Karjataimon,Lonetrek,36,0,0,153,T
30001441,Tartoken,Lonetrek,22,0,0,117,T
30001442,Saranen,Lonetrek,22,0,1,116,T
30001443,Vuorrassi,Lonetrek,133,0,0,163,T
30001444,Oimmo,Lonetrek,53,0,0,91,T
30001445,Nalvula,Lonetrek,129,0,1,5,T
30001446,Otsasai,Lonetrek,55,1,0,42,T
30001447,Taisy,Lonetrek,92,0,0,0,T
30001448,Hakonen,Lonetrek,49,0,0,25,T
30001526,L-WG68,The Spire,15,0,0,641,T
30001527,E4-E8W,The Spire,1,0,0,0,F
30001528,HIK-MC,The Spire,13,0,0,214,F
30001529,B9EA-G,The Spire,5,0,0,0,F
30001530,E-BFLT,The Spire,0,0,0,47,F
30001531,GZM-KB,The Spire,3,0,0,510,F
30001532,5LAJ-8,The Spire,6,0,0,0,F
30001533,C6C-K9,The Spire,9,0,0,0,F
30001534,AL-JSG,The Spire,6,0,0,0,F
30001535,ETO-OT,The Spire,4,0,0,0,T
30001536,KPI-OW,The Spire,8,0,0,0,F
30001537,A-J6SN,The Spire,13,0,0,152,T
30001538,OTJ-4W,The Spire,0,0,0,0,F
30001539,AG-SYG,The Spire,3,0,0,0,F
30001540,1I5-0V,The Spire,1,0,0,13,T
30001541,VX1-HV,The Spire,7,0,0,0,F
30001542,JNG7-K,The Spire,10,0,0,0,F
30001543,K-XJJT,The Spire,1,0,0,0,F
30001544,FO1U-K,The Spire,0,0,0,283,F
30001545,6U-1RX,The Spire,0,0,0,0,F
30001546,Y4OK-W,The Spire,0,0,0,0,F
30001547,P-NI4K,The Spire,0,0,0,0,F
30001548,T6T-BQ,The Spire,2,0,0,0,F
30001549,N-PS2Y,The Spire,2,0,0,0,F
30001550,K-BBYU,The Spire,2,0,0,0,T
30001551,0J-MQW,The Spire,0,0,0,0,F
30001552,XT-1E0,The Spire,0,0,0,271,F
30001553,3ET-G8,The Spire,2,0,0,0,F
30001554,MOSA-I,The Spire,6,1,0,0,T
30001555,B6-XE8,The Spire,13,0,0,38,F
30001556,JLH-FN,The Spire,2,0,0,0,F
30001557,DFTK-D,The Spire,0,0,0,0,F
30001558,4HF-4R,The Spire,15,0,0,0,F
30001559,Y8K-5B,The Spire,16,0,0,12,F
30001560,L7-BLT,The Spire,1,0,0,0,F
30001561,8P-LKL,The Spire,1,0,0,0,F
30001562,Q-UVY6,The Spire,15,0,0,118,F
30001563,RXA-W1,The Spire,11,0,0,0,F
30001564,QFU-4S,The Spire,1,0,0,0,F
30001565,QQGH-G,The Spire,10,0,0,0,F
30001566,VK6-EZ,The Spire,35,0,0,183,F
30001567,JVA-FE,The Spire,14,0,0,0,F
30001568,P65-TA,The Spire,1,0,0,0,F
30001569,G-VFVB,The Spire,7,0,0,0,F
30001570,Y4B-BQ,The Spire,6,0,0,0,F
30001571,EU-WFW,The Spire,7,0,0,0,F
30001572,K-YL9T,The Spire,11,0,0,0,F
30001573,GTB-O4,The Spire,0,0,0,0,F
30001574,6W-6O9,The Spire,5,0,0,0,T
30001575,H4X-0I,The Spire,3,0,0,0,T
30001576,C-BHDN,The Spire,4,0,0,125,T
30001577,R-RE2B,The Spire,0,0,0,0,F
30001578,4DH-ST,The Spire,1,0,0,1354,T
30001579,OSW-0P,The Spire,1,0,0,237,T
30001580,GF-GR7,The Spire,9,0,0,0,F
30001581,DVN6-0,The Spire,5,1,0,0,T
30001582,Z19-B8,The Spire,4,0,0,282,F
30001583,HPMN-V,The Spire,1,0,0,0,F
30001584,XR-ZL7,The Spire,5,0,0,0,F
30001585,U1-VHY,The Spire,0,0,0,0,F
30001586,OTJ9-E,The Spire,3,0,0,0,F
30001587,LH-LY1,The Spire,0,0,0,0,F
30001588,7-QOYS,The Spire,3,0,0,0,F
30001589,KS8G-M,The Spire,0,0,0,0,F
30001590,ZWM-BB,The Spire,3,0,0,127,F
30001591,S-CUEA,The Spire,0,0,0,117,T
30001592,L-EUY2,The Spire,12,0,0,0,F
30001593,JL-ZUQ,The Spire,3,0,0,97,F
30001594,X-KHRZ,The Spire,12,0,0,1,F
30001595,WIW-X8,The Spire,31,0,0,622,T
30001596,QRH-BF,The Spire,21,1,1,19,T
30001597,M-NP5O,The Spire,18,0,0,0,F
30001644,Tividu,Tash-Murkon,52,0,0,56,T
30001645,Tendhyes,Tash-Murkon,172,0,0,40,T
30001646,Goram,Tash-Murkon,101,0,0,121,T
30001647,Anjedin,Tash-Murkon,271,0,0,78,F
30001648,Adahum,Tash-Murkon,6,0,0,94,T
30001649,Ahrosseas,Tash-Murkon,49,0,0,6,T
30001650,Riramia,Tash-Murkon,48,0,0,74,T
30001651,Nafomeh,Tash-Murkon,167,0,0,88,T
30001652,Pimsu,Tash-Murkon,92,0,0,4,T
30001653,Jarzalad,Tash-Murkon,190,0,0,86,T
30001654,Matyas,Tash-Murkon,108,0,0,61,T
30001655,Imeshasa,Tash-Murkon,74,0,0,13,T
30001656,Ivih,Tash-Murkon,106,0,0,236,F
30001657,Seil,Tash-Murkon,141,0,0,709,T
30001658,Mani,Tash-Murkon,162,0,1,777,T
30001659,Sehmosh,Tash-Murkon,121,0,0,691,T
30001660,Dabrid,Tash-Murkon,64,0,0,211,T
30001661,Gyerzen,Tash-Murkon,7,2,2,4,T
30001662,Hibi,Tash-Murkon,114,0,0,70,T
30001663,Gemodi,Tash-Murkon,29,0,0,0,T
30001664,Chamume,Tash-Murkon,12,0,0,0,T
30001665,Nuzair,Tash-Murkon,46,0,0,137,F
30001666,Pera,Tash-Murkon,26,0,0,59,T
30001667,Shousran,Tash-Murkon,58,0,0,55,T
30001668,Yong,Tash-Murkon,64,0,0,0,T
30001669,Pimebeka,Tash-Murkon,273,0,0,298,T
30001670,Baviasi,Tash-Murkon,157,0,0,528,T
30001671,Tash-Murkon Prime,Tash-Murkon,1085,0,1,337,T
30001672,Emrayur,Tash-Murkon,520,3,1,186,T
30001673,Shesha,Tash-Murkon,131,0,0,191,T
30001674,Hilaban,Tash-Murkon,232,0,2,141,T
30001675,Sacalan,Tash-Murkon,104,0,0,173,F
30001676,Mimen,Tash-Murkon,41,0,0,55,T
30001677,Thashkarai,Tash-Murkon,104,0,0,135,T
30001678,Atoosh,Tash-Murkon,71,0,0,150,T
30001679,Unkah,Tash-Murkon,17,0,0,43,T
30001680,Hoona,Tash-Murkon,74,0,0,160,F
30001681,Teshkat,Tash-Murkon,49,0,0,57,T
30001682,Keshirou,Tash-Murkon,25,0,0,21,T
30001683,Nasesharafa,Tash-Murkon,17,0,0,0,T
30001684,Tirbam,Tash-Murkon,8,0,1,26,F
30001685,Ordat,Tash-Murkon,19,0,0,67,T
30001686,Rethan,Tash-Murkon,12,0,0,0,T
30001687,Lossa,Tash-Murkon,258,0,0,91,T
30001688,Onazel,Tash-Murkon,166,0,0,68,T
30001689,Asesamy,Tash-Murkon,124,0,0,213,T
30001690,Hostni,Tash-Murkon,116,0,0,153,T
30001691,Mimime,Tash-Murkon,84,0,0,20,F
30001692,Kibursha,Tash-Murkon,18,0,0,3,T
30001693,Perdan,Tash-Murkon,9,0,0,0,T
30001694,Abai,Tash-Murkon,134,0,0,115,T
30001695,Nehkiah,Tash-Murkon,153,0,1,323,T
30001696,Iro,Tash-Murkon,41,0,4,26,T
30001697,Ahkour,Tash-Murkon,32,0,3,122,T
30001698,Gaknem,Tash-Murkon,40,0,0,205,T
30001699,Siyi,Tash-Murkon,52,0,0,206,T
30001700,Remoriu,Tash-Murkon,73,0,0,145,T
30001701,Yanuel,Tash-Murkon,106,0,0,101,T
30001702,Nafrivik,Tash-Murkon,33,0,0,62,T
30001703,Taru,Tash-Murkon,53,0,0,137,T
30001704,Arkoz,Tash-Murkon,7,0,0,102,F
30001705,Azhgabid,Tash-Murkon,7,0,0,141,T
30001706,Jinizu,Tash-Murkon,14,0,0,135,F
30001707,Phoren,Tash-Murkon,15,0,0,152,F
30001708,Asezai,Tash-Murkon,122,0,0,121,T
30001709,Ferira,Tash-Murkon,28,0,0,76,T
30001710,Yeder,Tash-Murkon,36,0,0,384,T
30001711,Azerakish,Tash-Murkon,118,0,1,420,T
30001712,Lari,Tash-Murkon,24,0,0,395,T
30001713,Yasud,Tash-Murkon,24,0,0,134,T
30001714,Ghishul,Tash-Murkon,18,1,2,124,F
30001715,Moutid,Tash-Murkon,36,0,0,117,T
30001716,Goni,Tash-Murkon,116,0,0,113,T
30001717,Adar,Tash-Murkon,13,0,0,100,F
30001718,Paye,Tash-Murkon,84,0,0,93,T
30001719,Sagain,Tash-Murkon,72,0,0,0,T
30001720,Modun,Tash-Murkon,20,0,1,74,F
30001721,Saminer,Tash-Murkon,19,0,0,6,T
30001722,Marthia,Tash-Murkon,78,0,0,22,T
30001723,Assiad,Tash-Murkon,29,0,0,53,T
30001724,Rumida,Tash-Murkon,14,0,0,0,T
30001725,Nosodnis,Tash-Murkon,6,0,0,0,T
30001726,Iswa,Tash-Murkon,15,0,0,30,T
30001727,Rand,Tash-Murkon,16,0,0,0,T
30001728,Sizamod,Tash-Murkon,5,0,3,43,T
30001729,Sinid,Tash-Murkon,51,0,0,161,T
30001730,Alra,Tash-Murkon,31,0,0,87,T
30001731,Ilas,Tash-Murkon,13,0,0,188,T
30001732,Zith,Tash-Murkon,23,0,0,299,T
30001733,Tew,Tash-Murkon,229,0,0,41,T
30001734,Zehru,Tash-Murkon,230,0,0,25,T
30001735,Uhodoh,Tash-Murkon,133,0,0,55,T
30001736,Esa,Tash-Murkon,108,0,0,34,T
30001737,Hath,Tash-Murkon,28,0,0,16,T
30001738,Judra,Tash-Murkon,15,0,0,0,T
30001739,Sharios,Tash-Murkon,21,0,0,0,F
30001740,Arakor,Tash-Murkon,9,0,0,53,F
30001741,Ahteer,Tash-Murkon,20,0,0,11,F
30001742,Kari,Tash-Murkon,118,0,0,9,F
30001743,JUE-DX,Outer Passage,4,0,0,26,T
30001744,HLR-GL,Outer Passage,3,0,0,0,F
30001745,80G-H5,Outer Passage,1,0,0,0,F
30001746,2EV-BA,Outer Passage,2,0,0,0,F
30001747,M1-PX9,Outer Passage,0,0,0,0,F
30001748,W9-TFD,Outer Passage,2,0,0,0,F
30001749,QHH-13,Outer Passage,1,0,0,0,F
30001750,J4AQ-O,Outer Passage,9,0,2,0,F
30001751,O-O2GN,Outer Passage,13,1,0,0,T
30001752,I-HRX3,Outer Passage,0,0,0,8,T
30001753,XUPK-Z,Outer Passage,14,0,0,0,F
30001754,M4U-EH,Outer Passage,5,0,0,0,F
30001755,WK2F-Y,Outer Passage,2,0,0,0,F
30001756,WIO-OL,Outer Passage,0,0,0,0,T
30001757,1-10QG,Outer Passage,0,0,0,0,F
30001758,YQM-P1,Outer Passage,2,0,0,0,F
30001759,6-GRN7,Outer Passage,20,0,0,73,T
30001760,TFPT-U,Outer Passage,19,0,0,313,T
30001761,D-JVGJ,Outer Passage,6,0,0,3,F
30001762,K4UV-G,Outer Passage,4,0,0,4,T
30001763,Q7E-DU,Outer Passage,30,0,0,31,T
30001764,9Z-XJN,Outer Passage,33,0,0,34,F
30001765,ZEZ1-9,Outer Passage,0,0,0,0,F
30001766,QFRV-2,Outer Passage,9,0,0,757,F
30001767,HZID-J,Outer Passage,6,0,0,0,F
30001768,8-AA98,Outer Passage,7,0,0,0,F
30001769,EZWQ-X,Outer Passage,0,0,0,0,F
30001770,2ULC-J,Outer Passage,1,0,0,0,F
30001771,T0DT-T,Outer Passage,6,0,0,0,F
30001772,QG3-Z0,Outer Passage,2,0,0,0,F
30001773,RT64-C,Outer Passage,2,0,0,0,F
30001774,2ID-87,Outer Passage,3,0,0,0,F
30001775,FVQF-W,Outer Passage,5,0,0,0,F
30001776,8K-QCZ,Outer Passage,2,0,0,0,F
30001777,JBUH-H,Outer Passage,2,0,0,0,F
30001778,XDTW-F,Outer Passage,0,0,0,0,F
30001779,0-4VQL,Outer Passage,5,0,0,0,F
30001780,SN-DZ6,Outer Passage,5,0,0,7,T
30001781,DJ-GBH,Outer Passage,2,0,0,135,F
30001782,I0N-BM,Outer Passage,0,0,0,0,F
30001783,QOK-SX,Outer Passage,1,0,0,6,F
30001784,24I-FE,Outer Passage,4,0,0,174,T
30001785,4H-YJZ,Outer Passage,0,0,0,0,F
30001786,2-84WC,Outer Passage,3,1,0,0,T
30001787,V-SEE6,Outer Passage,0,0,0,0,F
30001788,U-FQ21,Outer Passage,0,0,0,0,F
30001789,NHKO-4,Outer Passage,5,0,0,0,F
30001790,KGCF-5,Outer Passage,5,0,0,77,T
30001791,Y-UO9U,Outer Passage,0,0,0,0,F
30001792,XME-SW,Outer Passage,6,0,0,539,T
30001793,JX-SOA,Outer Passage,8,0,0,304,T
30001794,VH-9VO,Outer Passage,6,0,0,0,T
30001795,P-T9VC,Outer Passage,6,0,0,0,F
30001796,9S-GPT,Outer Passage,2,0,0,0,F
30001797,UAJ5-K,Outer Passage,2,0,0,0,F
30001798,XJ-AG7,Outer Passage,0,0,0,55,T
30001799,2WU-XT,Outer Passage,3,0,0,5,T
30001800,J7X-VN,Outer Passage,0,0,0,0,F
30001801,F-WCLC,Outer Passage,0,0,0,0,F
30001802,G-HE0N,Outer Passage,1,0,0,0,F
30001803,YC-ANK,Outer Passage,1,0,0,0,F
30001804,LTT-AP,Outer Passage,1,0,0,0,F
30001805,8RL-OG,Outer Passage,1,0,0,165,F
30001806,R3P0-Z,Outer Passage,3,0,0,0,T
30001807,ZZK-VF,Outer Passage,3,0,0,0,F
30001808,SN-Q1T,Outer Passage,0,0,1,0,T
30001809,L1YK-V,Outer Passage,3,0,0,0,F
30001810,ZJ-5IS,Outer Passage,3,0,0,0,F
30001811,GA58-7,Outer Passage,4,0,0,0,T
30001812,J-0KB3,Outer Passage,4,0,0,0,T
30001813,UC-8XF,Outer Passage,0,0,0,101,T
30001814,90-A1P,Outer Passage,0,0,0,0,T
30001815,4AZV-W,Outer Passage,3,0,0,1517,T
30001816,UNV-3J,Outer Passage,0,0,0,0,T
30001817,7F-2FB,Outer Passage,5,0,0,387,F
30001818,MC4C-H,Outer Passage,0,0,0,0,F
30001819,OW-QXW,Outer Passage,0,0,0,0,F
30001820,3-QNM4,Outer Passage,0,0,0,0,F
30001821,UEPO-D,Outer Passage,1,0,0,0,F
30001822,NQ-M6W,Outer Passage,0,0,0,0,F
30001823,P-8PDJ,Outer Passage,0,0,0,0,T
30001824,VE-W7O,Outer Passage,0,0,0,655,T
30001825,CNHV-M,Outer Passage,0,0,0,0,T
30001826,NEU-UD,Outer Passage,0,0,0,0,F
30001827,N-I024,Outer Passage,0,1,0,0,T
30001828,4O-ZRI,Outer Passage,0,0,0,0,T
30001829,Y-7XVJ,Outer Passage,0,0,0,0,F
30001830,RQNF-9,Outer Passage,0,0,0,0,T
30001831,DSS-EZ,Stain,57,0,0,2,T
30001832,MB4D-4,Stain,60,1,3,8,F
30001833,LGK-VP,Stain,57,0,0,0,T
30001834,E-C0SR,Stain,17,0,0,0,F
30001835,X1E-OQ,Stain,34,0,0,0,F
30001836,VTGN-U,Stain,33,0,0,2,F
30001837,0Y1-M7,Stain,36,0,0,0,F
30001838,Q-Q2S6,Stain,25,0,0,0,F
30001839,WHG2-7,Stain,24,0,0,0,F
30001840,9RQ-L8,Stain,26,0,0,10,T
30001841,32-GI9,Stain,1,0,0,0,F
30001842,TG-Z23,Stain,30,0,0,0,T
30001843,IP-MVJ,Stain,11,0,0,17,F
30001844,4J-ZC9,Stain,12,0,0,0,F
30001845,7R5-7R,Stain,38,0,0,0,F
30001846,Y1-UQ2,Stain,34,0,0,5,F
30001847,HM-UVD,Stain,74,0,1,381,T
30001848,G-ME2K,Stain,58,0,0,311,T
30001849,WNS-7J,Stain,4,0,0,0,F
30001850,57M7-W,Stain,7,0,0,0,F
30001851,JS-E8E,Stain,17,0,0,0,F
30001852,FV-SE8,Stain,16,0,0,0,T
30001853,FZSW-Y,Stain,16,0,0,0,F
30001854,UF-KKH,Stain,28,0,0,63,T
30001855,O5Y3-W,Stain,19,1,0,0,T
30001856,0GN-VO,Stain,21,0,0,0,F
30001857,9U6-SV,Stain,27,1,1,0,F
30001858,4GQ-XQ,Stain,76,1,1,0,T
30001859,R8-5XF,Stain,9,0,0,0,F
30001860,2IGP-1,Stain,68,0,0,0,F
30001861,Z2-QQP,Stain,67,0,0,49,F
30001862,GDEW-0,Stain,7,0,0,0,F
30001863,PSJ-10,Stain,8,0,0,0,F
30001864,2-V0KY,Stain,21,0,0,0,F
30001865,U-WLT9,Stain,58,0,2,0,F
30001866,ZG8Q-N,Stain,0,0,0,0,T
30001867,40GX-P,Stain,6,0,0,0,F
30001868,37S-KO,Stain,12,0,0,0,T
30001869,4J9-DK,Stain,5,0,0,0,F
30001870,A-GPTM,Stain,6,0,0,0,F
30001871,HQ-TDJ,Stain,10,0,0,0,F
30001872,WBLF-0,Stain,8,0,0,88,F
30001873,GDO-7H,Stain,18,0,0,135,T
30001874,NZG-LF,Stain,19,0,0,0,T
30001875,UJM-RD,Stain,13,0,0,31,F
30001876,L0AD-B,Stain,3,0,0,64,F
30001877,8ZO-CK,Stain,16,0,0,7,F
30001878,WEQT-K,Stain,23,0,0,383,T
30001879,8O-OSG,Stain,1,0,0,0,F
30001880,1H-I12,Stain,20,0,0,4,F
30001881,D9D-GD,Stain,6,0,0,0,T
30001882,4A-XJ6,Stain,20,0,0,0,F
30001883,GU-54G,Stain,19,0,0,45,T
30001884,7-X3RN,Stain,11,0,2,0,T
30001885,BF-FVB,Stain,5,0,0,51,F
30001886,9O-ZTS,Stain,0,0,0,0,T
30001887,8KQR-O,Stain,11,0,0,45,F
30001888,F9SX-1,Stain,13,0,0,13,T
30001889,0G-A25,Stain,3,0,0,13,T
30001890,WJO0-G,Stain,14,0,0,0,F
30001891,S91-TI,Stain,15,0,0,0,F
30001892,V1V-6F,Stain,7,0,0,0,F
30001893,S-DLKC,Stain,8,0,0,0,F
30001894,42-UOW,Stain,9,0,0,0,T
30001895,CBGG-0,Stain,17,0,0,0,F
30001896,A4UG-O,Stain,16,0,0,0,T
30001897,W-VXL9,Stain,8,0,0,88,T
30001898,U2-BJ2,Stain,22,0,0,0,F
30001899,UKYS-5,Stain,19,0,0,0,F
30001900,RV5-DW,Stain,7,0,0,6,T
30001901,KP-FQ1,Stain,10,0,0,96,T
30001902,RLDS-R,Stain,12,0,0,6,T
30001903,QM-O7J,Stain,17,1,1,0,F
30001904,0-7XA8,Stain,8,0,0,18,F
30001905,X5O1-L,Stain,7,0,0,0,F
30001906,F-TVAP,Stain,16,0,0,0,F
30001907,6Y-0TW,Stain,19,0,0,0,T
30001908,TL-T9Z,Stain,8,0,0,149,F
30001909,E7-WSY,Stain,7,0,0,3,F
30001910,B-G1LG,Stain,8,0,1,93,T
30001911,T-8UOF,Stain,75,1,0,555,T
30001912,DP-2WP,Stain,3,0,0,92,F
30001913,MMR-LZ,Stain,20,0,0,73,F
30001914,I-ME3L,Stain,47,0,0,171,T
30001915,YE17-R,Stain,7,0,0,5,F
30001916,T7-JNB,Stain,2,0,0,0,F
30001917,LB0-A1,Stain,20,0,0,12,F
30001918,S-BWWQ,Stain,9,0,0,47,T
30001919,Z-R96X,Stain,12,0,0,0,F
30001920,J-AYLV,Stain,7,0,0,31,T
30001921,DABV-N,Stain,7,0,0,29,F
30001922,ZH-KEV,Stain,7,0,0,0,T
30001923,LC-1ED,Stain,49,3,3,0,F
30001924,RPS-0K,Stain,39,0,0,11,T
30001925,VNPF-7,Stain,19,0,0,0,F
30001926,CJF-1P,Stain,7,0,0,0,F
30001927,U6-FCE,Stain,29,0,0,73,F
30001928,L6B-0N,Stain,19,0,0,0,F
30001929,Z-XMUC,Stain,13,0,0,101,F
30001930,6QBH-S,Stain,10,0,0,1,T
30001931,RRWI-5,Stain,6,0,0,0,T
30001932,Y-4U62,Stain,5,0,0,15,T
30001933,EAWE-2,Stain,0,0,0,0,F
30001934,I-3FET,Stain,1,0,0,0,F
30001935,QCKK-T,Stain,3,0,0,0,F
30001936,RP-H66,Stain,1,0,0,54,F
30001937,JU-UYK,Stain,8,0,0,0,F
30001938,O-FTHE,Stain,9,0,0,0,T
30001939,W-Q233,Stain,9,0,0,0,T
30001940,4XW2-D,Stain,5,0,0,0,F
30001941,J5NU-K,Stain,5,0,0,104,F
30001942,EOT-XL,Stain,1,0,0,0,F
30001943,RVRE-Z,Stain,2,0,0,90,F
30001944,B-2UL0,Stain,0,0,0,71,F
30001945,L-A9FS,Stain,2,0,0,0,T
30001946,OOO-FS,Stain,4,0,0,0,T
30001947,373Z-7,Stain,4,0,0,0,F
30001948,JVJ2-N,Stain,15,1,1,0,F
30001949,2B-3M4,Stain,1,0,0,0,F
30001950,A-XASO,Stain,2,0,0,0,T
30001951,5J-UEX,Stain,13,0,0,0,T
30001952,1H4V-O,Stain,3,1,0,8,T
30001953,LGL-SD,Stain,7,0,0,0,F
30001954,A-DZA8,Stain,6,0,0,0,F
30001955,O-CT8N,Stain,3,0,0,2,F
30001956,Z-6YQC,Stain,6,0,0,0,F
30001957,F7-ICZ,Stain,5,0,0,0,F
30001958,XFBE-T,Stain,4,0,0,0,T
30001959,T-NNJZ,Stain,3,0,0,0,T
30001960,DK6W-I,Stain,1,0,0,0,F
30001961,0T-LIB,Stain,1,0,0,0,T
30001962,NRT4-U,Stain,8,1,0,3,T
30001963,KQK1-2,Pure Blind,81,0,0,0,F
30001964,O-BY0Y,Pure Blind,52,0,0,0,T
30001965,2D-0SO,Pure Blind,57,0,0,0,T
30001966,UR-E6D,Pure Blind,3,0,0,0,F
